Name,Age,Transaction_ID,Transaction_Time,Amount,Previous_Balance,Current_Balance,Transaction_Frequency_Weekly,Transaction_Type,Device_Type,Is_International,Device_Change,Fraud_Label
Alexandra Howell,74,c8fe05b3-b2cd-40df-a632-c76ce53fa847,2025-09-20 21:04:12,399.42,4200.58,3801.16,1,Transfer,ATM,0,0,0
Joshua Warner,64,9cc9d2b1-9e9d-4a49-949c-0bcb6bfc4f2e,2025-04-16 13:25:24,8094.83,2680.38,-5414.45,18,Online Purchase,POS,0,0,0
Andrea Lin,23,d56cd280-6f95-4fcc-8eb9-95943b97385d,2025-01-22 11:13:32,2690.93,6297.25,3606.32,9,Online Purchase,Mobile,0,0,0
Thomas Jackson,33,30f01ac3-de04-4224-8aac-9ec8d3bdda00,2025-05-23 00:20:39,2887.89,18052.51,15164.62,2,Transfer,Mobile,0,0,0
John Simpson DDS,43,82bf9940-1d1c-40de-b7cc-1a2abdbbdc6a,2025-03-25 23:01:19,1919.16,37735.65,35816.49,19,Transfer,Web,0,0,0
Tiffany Daniel,70,bd430fa1-2c5a-49a7-9f7b-6fa2a94a2cf1,2025-10-09 21:59:41,548.29,19902.58,19354.29,3,Online Purchase,POS,1,0,1
Albert Romero,65,ba70f173-2dc9-4a10-b965-e26069feea10,2025-04-05 04:06:21,1859.5,1295.96,-563.54,4,Bill Payment,POS,0,0,0
Karla Davis,65,99c83ee8-c383-4e69-8c29-afbac76ca545,2025-06-05 06:35:40,5864.72,17495.69,11630.97,8,Bill Payment,ATM,0,0,0
Stephanie Jones,59,6388db4d-14e5-45d5-aeab-c47d78bdb35d,2025-05-29 23:27:54,642.54,30505.64,29863.1,8,Transfer,ATM,0,0,0
Andrew Smith,70,fc7dca20-930d-4fa8-8d25-580ce77d3ed2,2025-09-10 13:05:39,1455.13,6016.66,4561.53,12,Transfer,POS,0,0,0
Judith Atkins,67,e02d00cd-6432-46f0-9972-473819e900a8,2025-01-04 01:00:11,36.18,28325.9,28289.72,18,Bill Payment,POS,0,0,0
Nancy Cox,34,9baaa3fe-753e-46ce-98b3-070cb88991c0,2025-06-01 08:32:45,9.81,14129.77,14119.96,8,ATM Withdrawal,ATM,0,0,0
Michael Brown,60,6d22d318-4900-462c-bf3a-b0f46934c8a5,2025-08-26 16:14:49,2855.12,6368.85,3513.73,9,ATM Withdrawal,Web,0,0,0
David Henry,20,1ae1a4ad-4ff9-4e81-8b12-1d61b4c98cac,2025-01-02 06:07:29,286.59,14849.48,14562.89,1,Bill Payment,POS,0,1,1
Patricia Mcbride,39,526bcadb-cc55-41da-8754-6cc8978761e1,2025-05-06 04:09:44,1861.41,7888.89,6027.48,12,Bill Payment,Web,0,0,0
Laurie Miller,70,99a8e5ad-1ceb-484e-8b73-9819a6ce84a0,2025-01-04 16:36:28,15616.95,12285.46,-3331.49,8,ATM Withdrawal,POS,0,0,1
Keith Brown Jr.,28,63bc35aa-d32f-4db2-b6d4-ab6a087a5773,2025-09-25 23:06:13,1652.29,26800.85,25148.56,8,Transfer,Web,1,0,1
Paul Wright,52,7343f69e-6324-4c9d-bc2b-96b2432c840d,2025-10-03 14:41:00,875.2,23430.99,22555.79,12,Transfer,Web,0,0,0
Donald Wright,66,df45091f-15e2-4690-9501-3f9de21bd3d1,2025-01-13 21:46:14,1046.87,44195.86,43148.99,14,Bill Payment,ATM,0,0,0
Heidi Marshall,69,8bd81746-7181-4ec6-bff3-df3478f0aa5a,2025-05-12 14:17:24,866.86,29612.31,28745.45,2,Transfer,Mobile,0,0,0
Richard Jackson,40,dae05b88-05a9-4195-af8d-a767de0cdab5,2025-09-07 02:30:45,1793.55,10886.91,9093.36,4,Bill Payment,Mobile,0,0,0
Robert Marsh,74,27168163-da40-4652-89e9-706106102e35,2025-03-19 16:21:46,743.39,23228.96,22485.57,14,Transfer,ATM,0,0,0
Gerald Craig,44,99e3cf16-c473-4bbe-ba58-a32489b670ca,2025-04-15 10:16:07,1513.45,24933.08,23419.63,10,Bill Payment,POS,0,0,0
David Wright,22,95a6b2c1-b374-4560-a861-ad55a6d65dfa,2025-10-08 12:02:08,1258.45,43513.07,42254.62,8,Transfer,ATM,0,0,0
Crystal Sherman,46,0bdaba13-3ae6-4de4-9d0b-dbbb2e15d376,2025-03-15 00:17:05,213.25,41927.43,41714.18,6,Bill Payment,Mobile,1,0,1
Rebecca Thomas,24,522a3f04-023a-4bbc-b098-f4bfa9a4e383,2025-07-02 04:21:31,1500.68,5688.81,4188.13,12,Online Purchase,Mobile,0,0,0
Elizabeth Harrison,55,030b27ba-c0bb-45b4-9d91-655df36439c0,2025-06-14 03:39:41,69.66,33049.73,32980.07,5,Online Purchase,POS,0,1,1
Janet Knight,22,eabe5283-0577-4920-a252-d908c95a0a1c,2025-06-06 13:55:59,2042.54,1565.16,-477.38,2,Bill Payment,Mobile,0,0,0
Amanda Phillips,56,20997949-eeb2-43b1-9a07-e1e1a30e7abc,2025-02-03 13:23:50,1427.92,15269.57,13841.65,9,Transfer,Web,1,0,1
Tracy Johns,74,28c7cb81-bbba-465c-b21f-7eb214ee510e,2025-05-28 14:32:44,264.75,4081.61,3816.86,1,Online Purchase,Web,0,0,0
Roberta Vincent,21,14912f06-aa5b-4363-a61d-077b837f0332,2025-07-23 04:15:05,2098.63,37252.34,35153.71,3,Online Purchase,Mobile,0,0,0
Donald Middleton,18,bf444663-637e-4f3f-9f3a-fe6cc455dcdb,2025-04-02 19:24:48,3674.98,44566.16,40891.18,9,Online Purchase,POS,0,0,0
Edward Cameron,60,dc624b20-89e0-4bb4-a445-47ea2467d3f9,2025-01-05 16:51:25,2853.85,47576.34,44722.49,12,Online Purchase,POS,0,0,0
James Miller,22,250a7125-35ff-46a9-9e9b-eca79e29fe3d,2025-04-10 07:42:40,821.52,40768.26,39946.74,16,ATM Withdrawal,Mobile,0,0,0
Tony Berry,69,382a6338-b0cb-4b1b-b5b4-4138a14f6d4a,2025-03-01 22:54:35,1028.93,25680.39,24651.46,18,Online Purchase,Mobile,0,0,0
Joseph Macias,24,cabbe413-2043-4a3f-b6d6-4e556433f237,2025-08-06 00:53:59,271.03,21360.62,21089.59,14,ATM Withdrawal,Mobile,0,1,1
Carlos Ferguson,37,79c2f411-4a2b-4ff6-86ba-e480d9e35a6d,2025-02-04 00:59:07,4877.39,10432.42,5555.03,7,Transfer,Mobile,0,0,0
Elizabeth Scott,40,a34b23a7-d627-4d65-a2d8-7dc00731bc95,2025-06-22 01:46:07,644.48,34148.28,33503.8,14,Transfer,ATM,0,0,0
Crystal Tanner,29,b44b1ead-595e-4180-9f34-a0c63e511968,2025-05-13 21:21:15,296.8,14772.4,14475.6,12,Online Purchase,POS,0,1,1
Margaret Mcconnell,34,f6264fb6-dae2-4b3b-88a0-5a4241b6457d,2025-07-27 04:10:50,688.4,28453.53,27765.13,2,Online Purchase,ATM,0,0,0
Matthew Oconnor,66,785004a4-8705-42bf-a4c9-304c1c5ec000,2025-09-21 22:31:55,654.62,49437.56,48782.94,7,Transfer,ATM,0,0,0
Christopher Lin,26,95088821-cf71-4d2a-8a16-a22dab653237,2025-02-02 21:52:19,340.22,11551.9,11211.68,15,Online Purchase,Web,0,0,0
Rebecca Wright,33,dd3e6587-6fc7-4515-b28b-c7d47a5c121f,2025-07-10 18:11:25,1091.94,34757.8,33665.86,8,Transfer,Web,0,0,0
Kimberly Henderson,74,c7a345b4-12eb-4c59-a789-54e019c5ee5f,2025-09-21 02:41:15,6221.26,28761.44,22540.18,18,Online Purchase,POS,0,0,0
Mr. John Butler,29,47efca52-50bd-41e2-abe6-82a7fae376b4,2025-07-15 21:22:21,9465.97,31864.14,22398.17,18,Bill Payment,Web,0,0,0
Sarah Casey,56,14a9eb33-230c-4d09-a7a6-59cfd7376fd4,2025-01-26 19:22:40,2161.17,1393.9,-767.27,2,Online Purchase,Mobile,0,0,0
Ann Davis,29,442be999-5d74-4f90-8224-69d87e7adb6a,2025-05-23 01:25:05,1.11,15518.03,15516.92,6,ATM Withdrawal,ATM,1,0,1
Becky Brown,56,a8186e0f-cabb-4b1a-819c-29b136c0a6f9,2025-03-20 21:36:14,5982.59,16314.47,10331.88,18,Online Purchase,Web,0,1,1
Mark Blackwell,39,139fbfb0-4dc0-4575-8646-3bc7f0df9167,2025-08-11 10:24:06,592.53,33742.61,33150.08,10,Transfer,ATM,0,0,0
Courtney Stone,34,b222aabe-1eab-4452-9671-911ce7559d37,2025-08-05 11:22:15,5003.78,20559.29,15555.51,5,Transfer,ATM,1,0,1
Spencer Miller,52,2da68a81-eb2b-4ddd-88f9-43ab635fa761,2025-10-09 02:24:04,563.59,30399.01,29835.42,15,Bill Payment,Web,0,0,0
Renee Dawson,74,26294ec6-c3dc-46e7-8779-22db95675272,2025-06-17 15:57:26,3479.4,18105.06,14625.66,14,Online Purchase,POS,0,1,1
Daniel Lee,25,74c3bfc6-c52e-4b35-aa52-0aee1bde3289,2025-04-19 00:57:00,811.64,37253.37,36441.73,1,Bill Payment,ATM,0,0,0
Julie Johnson,65,ec0e107b-8261-41b5-81ae-9fe437cc39d1,2025-03-03 02:02:23,4479.09,20313.38,15834.29,7,Online Purchase,POS,1,0,1
Hannah Brown,49,824893d4-3f42-4fa4-8524-7143a4a915a3,2025-07-04 14:30:52,534.48,28303.5,27769.02,3,ATM Withdrawal,Web,0,0,0
Mark Green,54,843da364-0a5c-4570-828c-c05ac256550d,2025-09-27 16:03:50,2060.31,7192.11,5131.8,16,Transfer,ATM,0,0,0
Julie Lutz,18,7f816d5f-11cb-4180-9ca6-6a28460c8af6,2025-01-21 23:24:02,1163.05,37796.5,36633.45,5,Bill Payment,POS,1,0,1
Jose Hanson,64,145ba648-b2d4-4485-8940-0cf5c2d44e0f,2025-02-25 01:08:42,3096.03,41085.94,37989.91,14,Transfer,ATM,0,1,1
Heidi Phillips,43,57e4f10e-391b-4c8d-9ad7-29e817bc4577,2025-04-04 21:59:04,180.11,37593.02,37412.91,14,ATM Withdrawal,ATM,0,0,0
Bonnie Butler,68,f3281f82-9bb2-4e67-bdb4-8adde899584f,2025-03-02 14:56:57,864.52,7658.34,6793.82,15,ATM Withdrawal,ATM,0,0,0
Timothy Johnson,43,e830a568-2f54-4833-a4c7-67e8d4bca1e1,2025-07-18 21:07:33,1168.95,21017.82,19848.87,2,Online Purchase,ATM,0,0,0
Taylor Norris,63,9057fec4-4abf-4c93-a7df-852e53851ad5,2025-07-05 15:45:59,5375.43,19822.65,14447.22,17,Online Purchase,Web,0,0,0
Kimberly Herring,56,166d1316-c315-4620-86df-5fc6df1fd899,2025-01-30 03:33:44,683.46,29294.14,28610.68,10,Bill Payment,ATM,0,0,0
Rebecca Villarreal,38,960ec342-a21f-41d8-8be9-431236580ccc,2025-10-15 22:02:43,619.98,49594.15,48974.17,8,Online Purchase,POS,0,0,0
Stephanie Hopkins,20,e02c45bb-b753-4c4b-afcb-04b7ac9e17d9,2025-10-08 02:01:38,1284.69,14122.46,12837.77,19,Bill Payment,ATM,1,0,1
Raymond Flynn,57,bcde5310-fe79-4c08-8655-971382a12633,2025-05-25 19:02:55,890.29,41102.03,40211.74,13,Transfer,Web,0,0,0
Ryan Cannon,25,60c9dff3-d3c9-4aa4-aa18-9ea511757063,2025-05-07 23:20:36,408.17,27328.36,26920.19,10,Online Purchase,POS,0,0,0
Lindsay Johnson,33,eb965674-4d46-4da5-9f19-12683bbdb761,2025-01-23 11:44:20,3052.32,33734.57,30682.25,14,Bill Payment,POS,1,0,1
Tina Garcia,43,41c380ae-c594-4896-95ee-adc9f768d8fb,2025-06-12 17:20:03,5659.85,25290.25,19630.4,4,Transfer,Mobile,0,1,1
John Patton,74,e88fa1bf-1b76-4b29-85c9-939b503024bf,2025-08-10 18:15:13,3566.05,14164.14,10598.09,17,Transfer,Web,0,0,0
Lisa Terrell,73,ea750b5c-936c-4726-ac00-25e560bbbd2a,2025-10-22 06:45:18,1164.3,19126.11,17961.81,15,ATM Withdrawal,ATM,0,0,0
Shannon Rogers,48,01ae48ad-ffea-48b8-a58d-027ce5a0f421,2025-05-29 05:09:56,453.25,5244.52,4791.27,16,Online Purchase,ATM,0,1,1
William Phillips,55,1f79b18f-3cf3-425b-9426-25efcaef7824,2025-07-27 18:30:54,102.99,44849.8,44746.81,7,ATM Withdrawal,ATM,0,0,0
Laura Joseph,25,c1abfef4-b01d-49f1-9668-87148c313b6d,2025-03-15 19:13:24,707.06,24580.24,23873.18,3,ATM Withdrawal,Mobile,0,0,0
Kelly Rodriguez,30,060ddee5-4f89-455d-92ab-83fbbd69b1c6,2025-03-26 09:30:50,1167.06,33469.94,32302.88,4,Online Purchase,Mobile,0,0,0
Jessica Davis,38,89d8f233-1b44-4373-8191-fed1c18cbf2c,2025-04-05 13:35:32,1855.51,11337.1,9481.59,17,Online Purchase,POS,0,0,0
Jennifer Perez,42,3566072a-bbe7-4ce5-bc09-9c2d60f54272,2025-06-11 20:32:08,1403.4,28001.78,26598.38,19,Online Purchase,Mobile,0,0,0
Benjamin Sosa,65,11cc978f-d7f4-40b3-b99e-cbd1fbda7e8b,2025-01-06 16:43:04,2447.76,28882.8,26435.04,9,Transfer,ATM,0,1,1
Frederick Marshall,68,22d46209-884e-436a-8c60-8582d23040c1,2025-08-23 02:23:44,100.64,7243.94,7143.3,6,ATM Withdrawal,ATM,0,0,0
Mitchell Lara,33,4b6d268c-15bd-4db5-8c76-c071d8be0a55,2025-08-16 23:02:38,102.53,16831.95,16729.42,3,Transfer,ATM,0,0,0
Laura Hardy,31,aff54d6f-b6f0-41fe-b4aa-a52583b4ef69,2025-04-15 09:19:34,1867.95,29376.07,27508.12,13,Transfer,POS,0,0,0
Kristina Ayala,71,ce57d347-0768-4210-9755-8a44e8d43839,2025-10-07 04:16:05,5202.93,48615.57,43412.64,13,Online Purchase,POS,0,0,0
Gabrielle Sutton,54,c3f4b102-6619-412d-989b-d6943b563fe1,2025-01-26 07:45:40,2856.4,45952.19,43095.79,8,Online Purchase,Mobile,0,0,0
Alexis Carrillo,27,01ad88f3-c136-4886-b224-a29f0db5f678,2025-05-27 04:34:19,2543.61,42775.63,40232.02,4,Online Purchase,POS,1,0,1
Margaret Scott,55,6796b516-d894-4054-84b3-2b36acb9fe04,2025-01-24 02:07:48,2534.99,42768.5,40233.51,15,ATM Withdrawal,Web,0,0,0
Stephen Watson,25,aa40f27c-4ad2-4479-a4cf-34ffbe3f2b3a,2025-03-29 07:13:10,6267.03,34183.33,27916.3,13,ATM Withdrawal,Mobile,0,0,0
Elizabeth Johnson,35,9b251f09-4d5f-453e-bc54-14029e998324,2025-10-07 11:02:18,816.5,6437.98,5621.48,7,Online Purchase,Mobile,0,0,0
Jill Shields,72,189778ad-9def-47da-96db-ad52e7b1c7b4,2025-03-13 22:55:19,1902.76,29833.52,27930.76,2,Bill Payment,Web,0,1,1
Tony Howard Jr.,54,30acac1a-52f8-4b3a-b649-ab5cacf9075a,2025-06-01 08:30:01,1721.69,26853.82,25132.13,12,ATM Withdrawal,Mobile,0,0,0
Amy Turner,60,c7be0de0-6620-46a4-bed1-66f21b12efba,2025-03-10 09:33:13,357.0,10325.81,9968.81,19,Transfer,POS,0,0,0
Diane Williams,61,0e85e859-f4cd-4c7e-b3cd-68639a444c76,2025-05-30 14:07:20,1352.42,41294.98,39942.56,4,ATM Withdrawal,POS,0,0,0
Renee Gross,43,218885ec-e17e-41b1-a7f9-da1c462d3b43,2025-05-11 13:50:25,56.39,27666.69,27610.3,1,ATM Withdrawal,POS,0,0,0
Bryan Thomas,47,1fb35a1a-b788-493d-b2dc-640f3620e605,2025-08-17 01:49:23,1344.15,26693.81,25349.66,11,ATM Withdrawal,Web,0,1,1
Melissa Martin,74,fe60324f-534b-4f5d-adfe-bb3efc5962d1,2025-08-31 18:55:48,2753.35,39098.82,36345.47,3,ATM Withdrawal,POS,0,0,0
Jason Velez,42,e703175f-dd72-49d2-890b-bfee8c4d5e7b,2025-02-13 12:26:59,4806.67,3251.14,-1555.53,13,Bill Payment,POS,1,0,1
Jennifer Kline,30,fdab757a-4368-448c-a890-b2a42b26c85a,2025-02-17 01:09:59,62.88,2235.23,2172.35,15,Online Purchase,ATM,0,1,1
Timothy Durham,35,027bb943-e564-412a-81cc-21e4c23f82dc,2025-09-17 09:14:17,6998.0,32557.77,25559.77,14,Transfer,Web,0,0,0
Nicole Murray,40,b72c55c0-21e1-4f8a-9ed6-646a31e5e9e8,2025-03-14 04:17:20,144.59,4216.63,4072.04,15,Transfer,Mobile,0,1,1
Jesus Martin,43,cdadadf5-1fcb-42a0-a6c8-b83e7653cd21,2025-08-24 08:12:28,1210.7,11339.27,10128.57,11,ATM Withdrawal,Web,0,0,0
Tiffany Mcpherson,51,d7954c38-c804-4d16-8079-43bdce6c18df,2025-10-10 05:36:25,1263.41,11015.2,9751.79,13,ATM Withdrawal,Web,0,0,0
Jacqueline Sanchez,59,e21ae1a6-198f-45ab-bbaa-14915ac48b1d,2025-03-20 16:54:40,4111.41,4737.52,626.11,18,Transfer,Web,0,1,1
Jennifer Bailey,54,b77c9539-eb27-4b12-ad42-e9f02fdf6455,2025-01-30 01:52:30,258.07,42773.16,42515.09,17,Bill Payment,ATM,0,0,0
Monica Lawrence,44,9b14a565-a4a4-4b80-8cb4-fd12b056cde6,2025-06-20 23:22:32,1449.12,15579.18,14130.06,2,Online Purchase,POS,0,1,1
Tina Williamson,50,605d0dcc-1cd0-417c-8b7a-28abc42efd5e,2025-06-22 22:58:25,1786.33,7872.15,6085.82,13,Online Purchase,POS,0,0,0
Christopher Russell,54,19bd811f-3ac3-42bf-be8f-a89d95312488,2025-08-18 16:10:35,1973.27,16724.59,14751.32,1,ATM Withdrawal,Mobile,0,0,0
Ms. Brooke Jackson,47,4ae8a5c3-3147-45d5-9a85-eff7c20abed0,2025-05-18 21:34:30,907.05,16152.26,15245.21,1,Bill Payment,Mobile,1,1,1
Kenneth Pennington,23,896a53e3-9599-4d2e-9d4e-32b64c09214f,2025-04-29 09:00:10,1694.07,14265.05,12570.98,2,Bill Payment,POS,0,0,0
Julian Harris,62,390dbda9-bec0-48b6-a0c1-86563b393b82,2025-09-22 04:34:12,1669.4,28493.31,26823.91,9,ATM Withdrawal,Mobile,0,0,0
Melissa Cook,64,430d0f75-a4df-4100-86af-1373dc246984,2025-02-23 03:33:58,6047.74,45269.73,39221.99,1,Online Purchase,ATM,0,0,0
Kayla Osborn,24,75893aee-af7b-4a50-bcf5-faeb3a8b519b,2025-04-12 07:02:22,225.55,41129.32,40903.77,7,Bill Payment,ATM,0,0,0
Tina Frye,51,f90bc301-ba33-42b3-84a9-39f29c87b143,2025-02-11 13:28:28,1157.44,3844.43,2686.99,7,Online Purchase,Mobile,0,0,0
Tyler Williams,39,f9cfe7c0-962d-44c9-8645-fa56f1f15fc4,2025-09-12 15:19:43,270.95,41902.68,41631.73,12,Bill Payment,Mobile,0,0,0
Tamara Johnson,65,65aff7de-b60c-4d41-9c27-dea1d47f8899,2025-07-07 01:57:50,2525.85,11111.36,8585.51,16,ATM Withdrawal,Web,0,0,0
Gary Rodriguez,49,fa0a8cba-4e23-4e9d-9db9-064eea102a8a,2025-05-20 11:32:54,2992.11,47502.27,44510.16,4,Bill Payment,POS,0,0,0
Robert Cunningham,57,0926c57b-f43d-48e7-b22d-eec63a30a915,2025-09-04 21:25:37,1256.11,37097.97,35841.86,10,ATM Withdrawal,ATM,0,0,0
Emily Lowe,53,fbb5cf6c-0744-4701-84d7-724703c5a4a0,2025-09-04 04:47:32,1957.45,48957.28,46999.83,15,Transfer,POS,0,1,1
Tara Mcdonald,64,f86f8da8-c88e-4434-8aa9-eed12c87f4ee,2025-08-03 02:47:07,3513.49,41410.78,37897.29,7,Bill Payment,POS,1,0,1
Chelsea Jones,20,5e068eff-b351-4935-96bc-142d6734ba3d,2025-01-08 19:32:29,883.18,37595.02,36711.84,9,ATM Withdrawal,POS,0,0,0
Kelly Bonilla,25,1e8f12a6-d09f-4899-a9b7-adff5ffeaf59,2025-01-06 17:05:43,628.29,22651.15,22022.86,17,ATM Withdrawal,POS,1,0,1
Shannon Fuentes,21,63bdafdf-07d9-4a5a-b289-d3b24861f8c1,2025-08-27 01:31:31,1153.52,9408.04,8254.52,19,Transfer,Mobile,0,0,0
Jesse White,26,efe89bba-bf5f-415f-a99a-1ac394781801,2025-01-28 22:46:39,283.09,47441.89,47158.8,5,Transfer,Web,0,0,0
Whitney Cooke,22,db1ccf09-daf7-4cb3-a934-ac5fad07ed20,2025-05-07 02:29:04,1748.43,41904.52,40156.09,13,ATM Withdrawal,POS,0,0,0
Megan Ross,49,49397747-bdb3-4744-9f83-a5dfc4caeadb,2025-07-15 09:35:55,1012.42,7978.6,6966.18,9,ATM Withdrawal,Web,0,0,0
Michael Calhoun,50,9b48c3bd-54b8-49ed-aebb-ea6475df84d3,2025-06-22 01:57:27,1869.18,3549.75,1680.57,17,Online Purchase,POS,0,0,0
Sara Bridges,62,7376bb53-2192-4f39-ab70-cfc98798cb70,2025-04-23 21:47:10,1977.37,21553.41,19576.04,1,ATM Withdrawal,Mobile,0,0,0
Allen Parsons,29,8deb4c03-9151-47c5-afb0-e4ea0a52a01c,2025-01-31 09:14:15,2120.67,14805.86,12685.19,18,Transfer,Mobile,0,0,0
Craig Gardner,44,c5c8a38e-e2fa-4f00-8ba6-561f8993a60d,2025-08-13 21:34:59,909.73,41073.46,40163.73,3,Online Purchase,Web,0,0,0
David Carter,68,d3f16e90-bbdc-4133-98ec-e0ea1be3cc54,2025-04-16 10:00:20,494.49,28949.88,28455.39,15,Bill Payment,Web,0,0,0
Joyce Smith,70,a7c239dd-1d37-4fe2-9019-901409397c2e,2025-02-03 21:22:28,752.5,10071.76,9319.26,6,Bill Payment,ATM,0,0,0
Carrie Aguirre,23,7c3ffd48-6f7c-436b-a353-ffaa0e113d55,2025-09-02 22:43:10,103.2,37397.31,37294.11,10,Bill Payment,ATM,0,0,0
Philip Williams,66,b8c3ad15-932c-401a-9fba-7fb02c15fda3,2025-06-16 18:29:36,108.35,44710.88,44602.53,17,Online Purchase,Mobile,0,0,0
Joseph Baldwin,64,545534f0-ee4e-4525-b832-094ffccf23b6,2025-05-29 01:47:40,390.7,47528.34,47137.64,5,ATM Withdrawal,ATM,0,0,0
Brenda Cox,64,75337f11-7116-4147-83cb-3706a6786a95,2025-05-08 10:20:08,550.79,24720.05,24169.26,2,Transfer,Mobile,0,0,0
Brittany Silva,64,ce8c0c5e-0a00-469b-b966-359e0d731ee5,2025-04-08 17:26:09,3626.82,38879.12,35252.3,3,Transfer,Web,0,0,0
Mark Moore,25,07fcb814-f17e-446c-aa93-25dad1212ac9,2025-04-27 00:55:36,1654.1,30447.13,28793.03,5,Online Purchase,Mobile,0,1,1
Kelly Wilkins,36,284abae9-0587-4268-a257-1d8edd2ab455,2025-01-04 04:00:03,2704.94,23336.19,20631.25,7,Transfer,ATM,0,0,0
Daniel Banks,27,5c78ce5b-6bb4-46b1-84ca-c206523078e7,2025-08-15 19:57:57,613.41,47775.22,47161.81,19,Bill Payment,POS,0,0,0
Tara Lin,28,d4b7f7bd-4d00-4827-aef8-a8e15b6977c8,2025-10-10 06:45:34,12434.95,13536.32,1101.37,4,ATM Withdrawal,Web,0,0,1
Brian Joseph,61,410680cd-b5f3-4920-880c-29513e131743,2025-01-23 10:46:54,626.9,4291.24,3664.34,9,Bill Payment,Mobile,0,0,0
Andrew Graves,45,7fda39f3-0dcf-4bce-b568-8b4d3e234d75,2025-09-02 15:21:44,8187.68,24193.7,16006.02,3,Transfer,Mobile,0,0,0
Brian Mcconnell,72,afc8c09c-5b73-40c5-8939-60a093222c0b,2025-01-08 12:24:33,7828.09,27036.79,19208.7,19,ATM Withdrawal,ATM,0,0,0
Elizabeth Carroll,46,b75bbad1-61d1-4751-964b-8f21ed3ffd41,2025-10-25 03:31:50,1815.97,16834.99,15019.02,3,Online Purchase,Mobile,0,0,0
Joseph Lambert MD,42,ab983c54-2d7f-4b27-8e5b-1747e6dc8e67,2025-02-05 14:05:58,2692.63,20664.57,17971.94,6,Transfer,ATM,0,0,0
Amanda Wright,66,227c1ba5-3212-4c7c-ba15-4f356986d436,2025-10-04 17:37:16,1856.64,39776.95,37920.31,4,Bill Payment,Mobile,1,0,1
Sean Lucas,29,5f44e51b-51b4-4847-aa81-79b46fd980c9,2025-06-09 04:26:33,299.74,33873.69,33573.95,19,Transfer,Mobile,0,0,0
Tanner Rodriguez,62,c12f6325-9e29-425d-b585-555d3b8554b3,2025-09-20 16:43:57,815.61,12082.96,11267.35,19,Transfer,Web,0,0,0
Glenn Taylor,64,234479e7-7a7c-491e-9616-2639208feb3b,2025-07-02 12:03:03,6796.25,38933.03,32136.78,10,Online Purchase,Web,1,0,1
Larry Carter,44,a3856f73-60dc-4e82-856f-465997b48c8e,2025-03-12 18:50:31,53.7,4844.66,4790.96,19,Bill Payment,Mobile,0,0,0
Nicholas Thompson,26,bcfd5b6b-42f2-48a7-8de7-1a1eb392190e,2025-01-03 08:15:15,385.85,9584.96,9199.11,8,Bill Payment,Mobile,1,0,1
Kelly Chandler,28,c3ad08a0-de5f-4ac9-8dc3-93bcbd17ce1b,2025-09-27 19:53:11,1156.41,37869.79,36713.38,6,Online Purchase,POS,0,1,1
Rodney Barker,34,475fd0d7-184c-4e88-81d6-c920a22ea5e9,2025-04-19 20:21:40,1117.41,3312.94,2195.53,9,ATM Withdrawal,Mobile,0,0,0
Mrs. Becky Bradley,47,e6248757-f6d7-424a-b07a-83112261a184,2025-03-16 03:35:05,2648.73,33376.37,30727.64,13,ATM Withdrawal,ATM,0,0,0
Jimmy Wright,24,78330841-6d44-484a-a7c2-d66e95431174,2025-01-08 01:40:11,10.93,35151.16,35140.23,2,Online Purchase,ATM,0,0,0
Stephanie Rose,60,2079b051-e592-478e-aaf7-fead61d4e68d,2025-01-19 21:20:01,1262.18,24030.66,22768.48,4,Bill Payment,Web,1,0,1
Kayla Gonzales,44,71bf9b49-3549-40b9-b1cc-653ae8ebfc0f,2025-05-17 07:04:36,2230.04,46714.25,44484.21,18,Bill Payment,POS,0,0,0
Jon White,18,1c53a4d4-231c-493e-9f1f-2c33821909f3,2025-02-21 04:38:35,1164.53,44698.25,43533.72,14,Transfer,POS,0,0,0
James Young,30,ae911de9-1f5b-44cd-8e41-abb110e228eb,2025-07-03 09:56:16,2644.38,36684.46,34040.08,17,Bill Payment,ATM,1,0,1
Kristen Rogers,65,123f0938-aeb9-4dc6-b1aa-48d506df2dba,2025-06-08 08:52:54,459.63,29740.37,29280.74,6,ATM Withdrawal,Mobile,0,0,0
Kathy Griffin,73,e244e29c-d709-4f40-b87a-a0d8817a2d63,2025-02-02 00:48:01,515.81,36172.35,35656.54,6,Transfer,POS,0,0,0
Garrett Holt,26,a24a5c45-729e-4cf1-bca7-9612c3989828,2025-03-26 06:08:07,257.99,41462.94,41204.95,18,Transfer,POS,0,0,0
Austin Mays,56,7be3c1e4-685e-4fb2-ac7a-72daaa2f821b,2025-06-30 16:18:02,196.63,3458.75,3262.12,2,Online Purchase,POS,0,0,0
Tracey Nichols,26,f414f2a0-3d27-4148-8aed-9ee519ad206b,2025-07-29 05:55:39,2029.82,12795.86,10766.04,17,Online Purchase,ATM,0,0,0
Edward Jordan,24,adea76f8-ef8b-4aac-ad5c-bfab7186fa22,2025-05-17 02:04:30,134.22,21040.46,20906.24,2,ATM Withdrawal,POS,1,0,1
Cynthia Chang,57,1b966cd9-3d67-4364-8c55-9110c844fdac,2025-07-11 15:53:54,574.48,35008.49,34434.01,15,Transfer,Mobile,0,0,0
Regina Holland,50,5d8bab29-2990-4199-a29b-c6d646dcd0b3,2025-05-12 08:12:51,789.74,35188.22,34398.48,3,ATM Withdrawal,Mobile,0,0,0
